MatchingCost: 52511
SolvingTime: 1.09400
NumPersons: 2422
NumObjects: 1093
NumEdgesInTheMatching: 1093
1180,682.1,27
176,687.1,27
508,690.1,26
1236,693.1,19
299,693.2,19
476,693.3,18
1008,696.1,33
428,722.1,27
390,727.1,23
155,740.1,25
1089,742.1,26
1251,750.1,32
399,755.1,35
1159,762.1,33
629,769.1,20
500,797.1,34
864,797.2,34
675,797.3,33
121,818.1,25
40,878.1,33
469,886.1,23
495,992.1,33
185,33.1,24
298,37.1,21
43,38.1,32
763,40.1,22
907,40.2,31
111,46.1,22
331,47.1,19
513,52.1,27
1233,52.2,35
305,54.1,33
1129,68.1,25
1198,69.1,24
750,70.1,21
280,81.1,21
1150,88.1,16
514,92.1,27
544,98.1,28
1292,100.1,31
182,104.1,34
1246,108.1,33
616,110.1,29
389,123.1,19
603,131.1,23
957,134.1,18
572,158.1,31
435,165.1,23
1153,165.2,15
249,166.1,22
1031,194.1,30
560,194.2,29
991,199.1,16
731,202.1,28
1092,210.1,28
1261,223.1,29
895,234.1,21
1142,241.1,23
626,251.1,33
413,257.1,30
816,260.1,20
1152,281.1,20
954,286.1,33
592,286.2,25
666,292.1,32
914,297.1,34
673,299.1,26
754,303.1,30
1290,306.1,28
325,324.1,28
1248,336.1,23
1275,340.1,28
611,350.1,26
262,362.1,28
715,363.1,25
1058,366.1,24
1199,369.1,26
1240,372.1,26
944,383.1,30
496,386.1,30
4,393.1,32
1064,398.1,26
596,423.1,16
1017,432.1,13
168,441.1,33
311,442.1,34
1109,450.1,32
678,455.1,21
875,469.1,20
287,486.1,25
566,498.1,33
348,507.1,31
960,508.1,25
380,534.1,24
368,534.2,32
1147,544.1,20
1215,546.1,29
137,555.1,31
195,572.1,35
1157,576.1,15
392,582.1,17
1254,593.1,19
119,593.2,32
716,601.1,16
720,618.1,28
1195,624.1,34
1021,625.1,28
581,627.1,23
231,630.1,29
828,631.1,31
1232,651.1,34
274,676.1,24
214,679.1,28
1027,679.2,25
769,679.3,34
218,680.1,35
1098,701.1,27
104,724.1,24
607,735.1,24
516,746.1,25
578,759.1,24
1118,759.2,19
849,765.1,27
184,765.2,29
493,768.1,28
850,768.2,28
789,787.1,31
617,790.1,28
1067,806.1,35
1057,806.2,32
11,806.3,34
400,862.1,27
1061,879.1,35
272,883.1,31
1148,887.1,35
95,907.1,29
70,918.1,27
323,996.1,27
5,21.1,33
379,21.2,33
1245,402.1,26
1204,635.1,33
532,854.1,33
1293,30.1,35
1187,62.1,26
328,116.1,29
326,118.1,22
1029,118.2,27
246,118.3,28
1182,164.1,31
102,169.1,23
1224,170.1,34
373,217.1,34
585,227.1,27
808,229.1,17
1297,229.2,25
1189,256.1,30
1256,287.1,22
868,317.1,35
42,335.1,30
6,391.1,34
260,391.2,34
143,391.3,33
814,424.1,35
660,429.1,34
17,436.1,30
433,436.2,31
209,440.1,28
358,468.1,30
757,468.2,31
1112,468.3,31
63,472.1,27
739,484.1,27
1183,489.1,30
885,496.1,29
31,501.1,33
44,504.1,29
518,586.1,24
1102,588.1,25
706,632.1,29
158,637.1,33
570,659.1,29
563,662.1,31
1301,668.1,21
418,669.1,35
284,685.1,34
222,719.1,33
695,737.1,30
709,741.1,32
308,820.1,28
593,828.1,15
295,847.1,26
676,880.1,33
1026,889.1,27
302,889.2,29
1124,916.1,33
1033,931.1,27
1277,931.2,34
694,994.1,17
699,8.1,33
977,789.1,27
236,803.1,28
322,823.1,24
7,899.1,33
474,935.1,29
258,984.1,35
1004,42.1,35
546,42.2,33
976,42.3,35
1196,51.1,34
314,66.1,35
1128,117.1,25
402,119.1,28
300,133.1,35
583,152.1,29
76,152.2,30
30,159.1,33
46,171.1,31
19,187.1,31
1076,212.1,34
90,215.1,21
644,253.1,28
658,270.1,24
927,274.1,30
1045,304.1,31
959,314.1,26
685,321.1,35
602,367.1,35
910,367.2,22
291,373.1,29
226,517.1,29
1174,577.1,22
651,611.1,33
620,633.1,28
1303,638.1,19
478,652.1,31
1065,653.1,29
91,653.2,35
397,653.3,34
316,695.1,25
663,695.2,26
73,695.3,30
419,709.1,26
1184,710.1,34
1025,784.1,23
615,785.1,22
542,792.1,28
425,819.1,35
54,855.1,22
520,909.1,24
127,976.1,31
48,977.1,32
270,981.1,19
1038,991.1,34
845,82.1,31
467,515.1,34
553,791.1,24
781,791.2,21
499,827.1,25
403,830.1,26
288,835.1,29
653,835.2,30
65,835.3,25
501,844.1,28
700,845.1,29
600,875.1,33
365,875.2,27
9,884.1,30
1186,885.1,18
416,929.1,22
662,959.1,35
383,3.1,35
681,3.2,930
83,4.1,27
251,7.1,13
1253,59.1,32
166,63.1,35
333,74.1,33
832,74.2,28
745,77.1,33
248,85.1,17
537,103.1,32
477,114.1,31
224,137.1,33
10,140.1,35
312,145.1,33
1190,147.1,35
761,155.1,20
24,174.1,30
579,183.1,28
440,184.1,29
519,191.1,34
552,200.1,34
890,235.1,33
1170,236.1,34
1090,268.1,35
41,289.1,32
609,331.1,35
1039,338.1,29
483,339.1,20
1191,421.1,27
1208,466.1,23
1002,483.1,25
437,503.1,30
1274,527.1,34
759,538.1,34
135,540.1,33
1055,616.1,29
1155,688.1,23
742,707.1,33
631,718.1,17
376,728.1,22
62,752.1,31
264,757.1,32
1242,766.1,28
1093,780.1,33
318,850.1,31
223,851.1,30
574,853.1,35
533,856.1,28
945,857.1,33
458,857.2,35
915,857.3,32
978,858.1,27
984,858.2,25
1284,858.3,28
738,859.1,32
45,871.1,31
719,894.1,34
1308,906.1,35
782,915.1,34
429,917.1,21
244,919.1,35
1210,932.1,31
610,939.1,22
737,943.1,34
1146,947.1,31
919,960.1,35
688,973.1,29
515,978.1,29
798,982.1,35
878,982.2,33
1074,982.3,33
114,988.1,25
598,1000.1,30
118,19.1,34
275,90.1,28
556,132.1,31
359,157.1,25
1178,168.1,31
898,237.1,24
1086,237.2,28
167,310.1,35
930,344.1,30
1156,643.1,35
106,647.1,31
735,670.1,31
387,703.1,34
1134,753.1,27
438,810.1,35
245,810.2,34
1138,926.1,29
1270,936.1,34
172,948.1,23
396,948.2,33
279,956.1,28
599,975.1,35
1022,9.1,28
94,57.1,33
1235,99.1,17
1125,99.2,24
183,99.3,34
920,430.1,23
47,514.1,23
812,514.2,32
55,661.1,34
831,678.1,31
964,678.2,35
721,705.1,29
337,726.1,33
1243,781.1,29
661,802.1,26
140,813.1,35
835,824.1,33
177,825.1,33
13,836.1,1173
987,836.2,1173
309,836.3,2001
1122,861.1,33
539,865.1,35
1177,934.1,34
714,941.1,34
531,946.1,32
406,954.1,29
1234,971.1,30
1188,989.1,33
1032,993.1,30
751,999.1,35
447,24.1,26
1164,24.2,34
430,24.3,34
509,27.1,33
1052,36.1,32
36,45.1,35
210,61.1,34
565,96.1,33
28,127.1,33
98,139.1,22
1278,146.1,31
488,149.1,35
313,162.1,23
880,176.1,33
576,179.1,32
774,188.1,24
88,221.1,35
22,224.1,34
628,230.1,30
801,231.1,26
1054,238.1,35
587,239.1,30
281,239.2,28
1203,247.1,34
443,285.1,32
1050,312.1,34
1216,322.1,28
292,322.2,30
241,325.1,33
444,332.1,34
882,345.1,30
1282,349.1,33
450,353.1,22
942,354.1,30
1166,356.1,35
338,374.1,25
179,377.1,35
1009,378.1,19
840,381.1,35
1013,385.1,30
213,399.1,21
15,404.1,24
107,405.1,33
1041,406.1,23
227,409.1,24
131,410.1,33
830,411.1,29
470,412.1,35
85,425.1,23
448,437.1,32
212,459.1,35
809,470.1,27
263,471.1,25
1231,478.1,32
103,490.1,33
181,491.1,34
727,492.1,34
466,492.2,35
823,492.3,34
350,495.1,29
646,513.1,26
1291,530.1,30
139,536.1,31
1194,543.1,35
1288,550.1,30
813,567.1,23
1063,578.1,31
595,591.1,29
853,596.1,23
1259,598.1,35
836,598.2,35
35,623.1,31
1037,636.1,28
268,644.1,35
1077,649.1,29
1053,658.1,29
57,674.1,34
843,675.1,32
277,681.1,27
777,711.1,29
650,711.2,32
351,711.3,35
484,720.1,33
327,720.2,33
847,720.3,32
1023,723.1,35
230,729.1,22
859,733.1,22
196,738.1,33
778,739.1,31
188,743.1,31
417,743.2,32
961,743.3,34
1120,744.1,27
330,745.1,34
116,767.1,35
1244,10.1,35
622,78.1,34
540,79.1,35
163,136.1,31
446,151.1,34
1113,186.1,35
618,228.1,33
1273,232.1,30
1073,254.1,33
667,258.1,26
16,263.1,35
1106,291.1,34
992,293.1,31
952,320.1,35
522,323.1,34
208,326.1,33
89,326.2,33
755,384.1,35
238,408.1,28
1145,439.1,31
821,447.1,19
432,467.1,31
356,518.1,31
1200,570.1,26
1117,587.1,32
728,614.1,29
760,629.1,28
68,683.1,35
171,732.1,33
21,732.2,24
349,734.1,21
191,838.1,32
1083,849.1,27
972,860.1,34
648,874.1,33
1080,83.1,33
123,671.1,33
1299,22.1,25
487,25.1,33
1281,35.1,34
1192,58.1,33
1115,65.1,30
902,86.1,33
614,113.1,31
415,128.1,22
744,135.1,34
1289,143.1,32
1161,150.1,35
151,154.1,35
265,173.1,32
636,175.1,34
654,190.1,33
1202,206.1,33
708,214.1,30
612,222.1,35
1307,242.1,30
97,243.1,34
717,244.1,29
1075,244.2,29
1016,244.3,30
1127,246.1,33
824,252.1,35
863,271.1,34
462,273.1,34
164,275.1,24
877,277.1,33
858,278.1,33
201,294.1,26
677,309.1,28
986,311.1,22
233,329.1,34
1087,333.1,29
169,337.1,35
18,352.1,28
215,358.1,30
234,365.1,30
772,365.2,33
25,365.3,31
124,376.1,33
468,396.1,34
1168,413.1,29
787,419.1,32
640,420.1,33
535,426.1,34
988,427.1,31
1185,427.2,28
256,434.1,33
770,435.1,32
335,444.1,31
1283,452.1,28
459,463.1,26
710,464.1,26
996,465.1,34
971,465.2,30
806,465.3,26
802,474.1,34
293,480.1,28
647,493.1,35
347,497.1,33
180,509.1,34
1264,521.1,34
1172,525.1,35
888,533.1,32
217,553.1,33
834,556.1,21
362,556.2,32
950,558.1,34
269,558.2,33
956,565.1,32
315,568.1,33
729,574.1,34
156,583.1,24
690,599.1,30
229,603.1,33
357,604.1,31
649,607.1,28
193,610.1,26
862,619.1,32
860,641.1,35
1051,641.2,17
80,641.3,16
341,642.1,35
692,646.1,29
503,660.1,35
120,667.1,31
702,691.1,29
1040,721.1,33
686,725.1,28
1223,736.1,27
669,749.1,23
198,754.1,32
439,756.1,34
1276,760.1,31
796,761.1,34
321,761.2,35
32,770.1,23
273,957.1,34
77,957.2,32
1014,985.1,34
211,32.1,33
632,44.1,34
1265,101.1,30
819,101.2,31
319,395.1,34
752,684.1,33
394,716.1,32
903,794.1,32
605,953.1,30
129,808.1,33
160,26.1,30
451,192.1,30
941,192.2,32
23,195.1,34
916,298.1,33
1012,351.1,29
145,390.1,28
492,545.1,31
1228,56.1,32
345,56.2,29
1272,56.3,32
174,91.1,34
498,106.1,29
344,111.1,34
867,318.1,23
926,485.1,33
937,511.1,34
968,998.1,27
703,178.1,34
953,261.1,34
202,261.2,30
1249,261.3,28
922,264.1,31
698,282.1,35
1294,397.1,34
506,461.1,26
1262,575.1,31
153,654.1,32
240,997.1,34
1005,148.1,35
27,930.1,34
998,930.2,32
969,28.1,29
704,28.2,34
712,28.3,33
1237,60.1,35
1024,80.1,34
939,124.1,27
994,144.1,29
320,167.1,35
96,201.1,28
1046,249.1,25
301,267.1,28
817,305.1,35
33,319.1,32
793,360.1,33
1154,368.1,27
799,375.1,35
962,380.1,28
805,380.2,29
412,380.3,33
625,389.1,28
792,416.1,34
896,417.1,32
1238,428.1,34
810,456.1,32
999,510.1,30
906,526.1,35
502,542.1,35
87,564.1,27
1116,579.1,35
687,592.1,28
564,594.1,29
1006,692.1,34
726,699.1,31
664,702.1,34
289,713.1,35
1110,730.1,34
784,731.1,32
142,763.1,34
851,863.1,32
1169,866.1,33
452,13.1,33
1247,107.1,26
1056,107.2,35
670,107.3,22
549,288.1,34
317,394.1,35
588,590.1,32
165,664.1,26
846,29.1,21
410,130.1,33
786,219.1,32
855,748.1,30
481,520.1,29
294,125.1,31
837,414.1,33
584,585.1,31
1003,605.1,33
257,663.1,34
1010,747.1,34
748,809.1,33
112,816.1,34
857,852.1,34
645,852.2,33
364,852.3,32
471,864.1,31
966,908.1,29
38,908.2,32
457,908.3,329
39,17.1,32
138,812.1,33
510,815.1,27
216,897.1,34
811,897.2,35
1167,897.3,35
1225,937.1,33
571,771.1,33
1173,18.1,32
1162,248.1,34
60,476.1,32
723,487.1,31
128,717.1,29
74,774.1,31
889,843.1,33
1059,895.1,31
527,895.2,29
680,895.3,35
409,279.1,35
84,584.1,32
1140,584.2,30
983,584.3,33
747,665.1,35
1239,704.1,35
936,848.1,31
934,922.1,35
848,831.1,34
228,283.1,30
1044,208.1,35
154,208.2,33
278,208.3,35
285,552.1,35
773,121.1,35
1151,189.1,34
186,207.1,33
1019,207.2,34
189,460.1,34
1207,549.1,25
59,622.1,29
339,697.1,34
558,708.1,32
1143,14.1,26
1298,933.1,33
534,259.1,34
841,401.1,34
935,438.1,30
207,443.1,31
1309,581.1,34
71,581.2,31
1049,581.3,30
530,805.1,34
266,924.1,35
148,944.1,33
779,958.1,815
455,972.1,35
884,519.1,34
1068,462.1,32
199,462.2,30
306,712.1,27
424,913.1,35
375,355.1,30
979,554.1,28
243,554.2,32
411,626.1,32
1165,31.1,35
485,84.1,32
445,95.1,33
785,109.1,33
668,180.1,35
639,328.1,35
693,346.1,33
79,488.1,35
82,541.1,34
1171,557.1,35
543,620.1,35
146,76.1,33
733,481.1,35
551,639.1,34
205,315.1,33
1227,454.1,35
743,888.1,35
1163,974.1,28
152,608.1,19
524,657.1,35
261,940.1,32
635,255.1,33
822,950.1,29
1250,512.1,34
99,5.1,70
918,869.1,927
815,990.1,34
404,112.1,35
955,213.1,34
1018,226.1,356
494,250.1,32
608,284.1,755
621,698.1,32
480,12.1,34
307,901.1,33
713,11.1,34
1364,16.1,1539
1015,832.1,31
113,837.1,317
1193,868.1,35
1099,968.1,33
892,2.1,35
489,2.2,33
221,2.3,31
597,841.1,31
1365,873.1,1287
780,890.1,34
334,801.1,35
949,804.1,33
134,612.1,31
891,758.1,33
568,138.1,28
634,479.1,27
161,829.1,33
641,969.1,34
366,209.1,34
296,870.1,34
974,881.1,33
842,846.1,906
929,872.1,26
384,896.1,66
235,938.1,34
753,942.1,28
932,945.1,35
826,949.1,35
705,952.1,904
804,970.1,34
559,980.1,33
873,821.1,35
557,925.1,34
965,316.1,882
883,772.1,35
1043,776.1,1204
267,793.1,35
367,453.1,319
674,714.1,34
271,714.2,34
525,714.3,32
297,902.1,70
343,826.1,28
370,783.1,34
1136,783.2,35
696,775.1,35
725,775.2,35
1300,788.1,34
637,798.1,34
790,923.1,34
1101,923.2,35
958,1.1,32
1214,814.1,28
1179,814.2,638
1100,814.3,34
643,876.1,22
1312,892.1,1284
833,905.1,30
482,965.1,30
1311,967.1,413
1260,966.1,34
1035,795.1,33
555,979.1,33
679,817.1,354
697,867.1,35
1230,927.1,1134
940,951.1,31
800,600.1,866
911,811.1,34
