periodos,26,Recursos,1309,positions,1093,jobs,1000
pos,job,perStart,perToFill,ResAsig,ResType,ResRedy,ResStart,LedTime,Filled,Gap,AsigC,GapC,TotC,MS
286.2,286,1,26,592,Q,1,1,0,26,0,25.0,0.0,25.0,75.041493
287.1,287,1,26,1256,Q,1,1,0,26,0,22.0,0.0,22.0,78.325014
288.1,288,1,26,549,Q,1,1,0,26,0,34.0,0.0,34.0,66.01284
289.1,289,1,26,41,Q,1,1,0,26,0,32.0,0.0,32.0,68.0971
290.1,290,1,26,369,Q,1,1,0,26,0,14.0,0.0,14.0,86.676066
290.2,290,1,26,472,Q,1,1,0,26,0,15.0,0.0,15.0,85.970581
291.1,291,1,26,1106,Q,1,1,0,26,0,34.0,0.0,34.0,66.163485
292.1,292,1,26,666,Q,1,1,0,26,0,32.0,0.0,32.0,68.808677
293.1,293,1,26,992,Q,1,1,0,26,0,31.0,0.0,31.0,69.508281
294.1,294,1,26,201,Q,1,1,0,26,0,26.0,0.0,26.0,74.748907
295.1,295,1,26,839,Q,1,1,0,26,0,30.0,0.0,30.0,70.30038
296.1,296,1,26,491,Q,1,1,0,26,0,34.0,0.0,34.0,66.281523
297.1,297,1,26,914,Q,1,1,0,26,0,34.0,0.0,34.0,66.629747
298.1,298,1,26,916,Q,1,1,0,26,0,33.0,0.0,33.0,67.541896
299.1,299,1,26,673,Q,1,1,0,26,0,26.0,0.0,26.0,74.433654
300.1,300,1,26,825,Q,1,1,0,26,0,28.0,0.0,28.0,72.130407
301.1,301,1,26,613,Q,1,1,0,26,0,32.0,0.0,32.0,68.044964
302.1,302,1,26,923,Q,1,1,0,26,0,29.0,0.0,29.0,71.302995
303.1,303,1,26,754,Q,1,1,0,26,0,30.0,0.0,30.0,70.41115
304.1,304,1,26,1045,Q,1,1,0,26,0,31.0,0.0,31.0,69.238519
305.1,305,1,26,817,Q,1,1,0,26,0,35.0,0.0,35.0,65.70582
306.1,306,1,26,1290,Q,1,1,0,26,0,28.0,0.0,28.0,72.650433
307.1,307,1,26,434,Q,1,1,0,26,0,20.0,0.0,20.0,80.470456
308.1,308,1,26,286,Q,1,1,0,26,0,34.0,0.0,34.0,66.993655
309.1,309,1,26,677,Q,1,1,0,26,0,28.0,0.0,28.0,72.474977
310.1,310,1,26,167,Q,1,1,0,26,0,35.0,0.0,35.0,65.582046
311.1,311,1,26,986,Q,1,1,0,26,0,22.0,0.0,22.0,78.821123
312.1,312,1,26,1050,Q,1,1,0,26,0,34.0,0.0,34.0,66.356603
313.1,313,1,26,371,Q,1,1,0,26,0,24.0,0.0,24.0,76.647803
314.1,314,21,6,959,Q,20,21,0,6,0,26.0,0.0,26.0,74.362604
315.1,315,1,26,205,Q,1,1,0,26,0,33.0,0.0,33.0,67.516266
316.1,316,1,26,965,T,1,4,3,23,3,67.57077600000002,814.429224,882.0,63.360534
317.1,317,1,26,868,Q,1,1,0,26,0,35.0,0.0,35.0,65.845742
318.1,318,1,26,867,Q,1,1,0,26,0,23.0,0.0,23.0,77.175078
319.1,319,1,26,33,Q,1,1,0,26,0,32.0,0.0,32.0,68.227918
320.1,320,1,26,952,Q,1,1,0,26,0,35.0,0.0,35.0,65.669137
321.1,321,1,26,685,Q,1,1,0,26,0,35.0,0.0,35.0,65.520722
322.1,322,1,26,1216,Q,1,1,0,26,0,28.0,0.0,28.0,72.978859
322.2,322,1,26,292,Q,1,1,0,26,0,30.0,0.0,30.0,70.673478
323.1,323,1,26,522,Q,1,1,0,26,0,34.0,0.0,34.0,66.200385
324.1,324,1,26,325,Q,1,1,0,26,0,28.0,0.0,28.0,72.438585
325.1,325,1,26,241,Q,1,1,0,26,0,33.0,0.0,33.0,67.953792
326.1,326,1,26,208,Q,1,1,0,26,0,33.0,0.0,33.0,67.187573
326.2,326,1,26,89,Q,1,1,0,26,0,33.0,0.0,33.0,67.047814
327.1,327,1,26,374,Q,1,1,0,26,0,35.0,0.0,35.0,65.984608
328.1,328,1,26,639,Q,1,1,0,26,0,35.0,0.0,35.0,65.668279
329.1,329,1,26,233,Q,1,1,0,26,0,34.0,0.0,34.0,66.317716
330.1,330,1,26,589,Q,1,1,0,26,0,23.0,0.0,23.0,77.274005
331.1,331,1,26,609,Q,1,1,0,26,0,35.0,0.0,35.0,65.957971
332.1,332,1,26,444,Q,1,1,0,26,0,34.0,0.0,34.0,66.361864
333.1,333,1,26,1087,Q,1,1,0,26,0,29.0,0.0,29.0,71.473739
334.1,334,12,15,1107,Q,8,12,0,15,0,31.0,0.0,31.0,69.82074
335.1,335,1,26,42,Q,1,1,0,26,0,30.0,0.0,30.0,70.016873
336.1,336,1,26,1248,Q,1,1,0,26,0,23.0,0.0,23.0,77.367785
337.1,337,1,26,169,Q,1,1,0,26,0,35.0,0.0,35.0,65.429203
338.1,338,1,26,1039,Q,1,1,0,26,0,29.0,0.0,29.0,71.428149
339.1,339,1,26,483,Q,1,1,0,26,0,20.0,0.0,20.0,80.121818
340.1,340,1,26,1275,Q,1,1,0,26,0,28.0,0.0,28.0,72.050053
341.1,341,1,26,718,Q,1,1,0,26,0,16.0,0.0,16.0,84.05321
342.1,342,1,26,1280,Q,1,1,0,26,0,33.0,0.0,33.0,67.981591
343.1,343,1,26,115,Q,1,1,0,26,0,34.0,0.0,34.0,66.057576
344.1,344,1,26,930,Q,1,1,0,26,0,30.0,0.0,30.0,70.214921
345.1,345,1,26,882,Q,1,1,0,26,0,30.0,0.0,30.0,70.30781
346.1,346,1,26,693,Q,1,1,0,26,0,33.0,0.0,33.0,67.152036
348.1,348,1,26,767,Q,1,1,0,26,0,23.0,0.0,23.0,77.220055
349.1,349,9,18,1282,Q,7,9,0,18,0,33.0,0.0,33.0,67.802226
350.1,350,1,26,611,Q,1,1,0,26,0,26.0,0.0,26.0,74.180969
351.1,351,1,26,1012,Q,1,1,0,26,0,29.0,0.0,29.0,71.109128
352.1,352,1,26,18,Q,1,1,0,26,0,28.0,0.0,28.0,72.020407
353.1,353,1,26,450,Q,1,1,0,26,0,22.0,0.0,22.0,78.007156
354.1,354,1,26,942,Q,1,1,0,26,0,30.0,0.0,30.0,70.784132
355.1,355,1,26,375,Q,1,1,0,26,0,30.0,0.0,30.0,70.173945
356.1,356,1,26,1166,Q,1,1,0,26,0,35.0,0.0,35.0,65.254915
357.1,357,3,24,844,Q,1,3,0,24,0,30.0,0.0,30.0,70.447037
358.1,358,1,26,215,Q,1,1,0,26,0,30.0,0.0,30.0,70.524076
359.1,359,14,13,1036,Q,11,14,0,13,0,30.0,0.0,30.0,70.508729
359.2,359,14,13,1114,Q,11,14,0,13,0,35.0,0.0,35.0,65.231128
359.3,359,14,13,1206,Q,2,14,0,13,0,32.0,0.0,32.0,68.472241
360.1,360,1,26,793,Q,1,1,0,26,0,33.0,0.0,33.0,67.913077
361.1,361,1,26,1094,Q,1,1,0,26,0,35.0,0.0,35.0,65.379276
362.1,362,1,26,262,Q,1,1,0,26,0,28.0,0.0,28.0,72.891698
363.1,363,15,12,715,Q,12,15,0,12,0,25.0,0.0,25.0,75.691262
364.1,364,18,9,886,Q,6,18,0,9,0,24.0,0.0,24.0,76.399608
365.1,365,2,25,234,Q,1,2,0,25,0,30.0,0.0,30.0,70.406701
365.2,365,2,25,772,Q,1,2,0,25,0,33.0,0.0,33.0,67.153756
365.3,365,2,25,25,Q,1,2,0,25,0,31.0,0.0,31.0,69.911771
366.1,366,1,26,1058,Q,1,1,0,26,0,24.0,0.0,24.0,76.309043
367.1,367,9,18,602,Q,1,9,0,18,0,35.0,0.0,35.0,65.717034
367.2,367,9,18,910,Q,1,9,0,18,0,22.0,0.0,22.0,78.720935
368.1,368,1,26,1154,Q,1,1,0,26,0,27.0,0.0,27.0,73.644453
369.1,369,1,26,1199,Q,1,1,0,26,0,26.0,0.0,26.0,74.66181
370.1,370,1,26,61,Q,1,1,0,26,0,28.0,0.0,28.0,72.333721
371.1,371,1,26,1197,Q,1,1,0,26,0,25.0,0.0,25.0,75.013526
372.1,372,1,26,1240,Q,1,1,0,26,0,26.0,0.0,26.0,74.708576
373.1,373,1,26,291,Q,1,1,0,26,0,29.0,0.0,29.0,71.688883
374.1,374,1,26,338,Q,1,1,0,26,0,25.0,0.0,25.0,75.53706
375.1,375,1,26,799,Q,1,1,0,26,0,35.0,0.0,35.0,65.90548
376.1,376,1,26,124,Q,1,1,0,26,0,33.0,0.0,33.0,67.243206
377.1,377,1,26,179,Q,1,1,0,26,0,35.0,0.0,35.0,65.744666
378.1,378,1,26,1009,Q,1,1,0,26,0,19.0,0.0,19.0,81.086892
379.1,379,4,23,1133,Q,1,4,0,23,0,28.0,0.0,28.0,72.329799
380.1,380,1,26,962,Q,1,1,0,26,0,28.0,0.0,28.0,72.368302
380.2,380,1,26,805,Q,1,1,0,26,0,29.0,0.0,29.0,71.686105
380.3,380,1,26,412,Q,1,1,0,26,0,33.0,0.0,33.0,67.63668
381.1,381,1,26,840,Q,1,1,0,26,0,35.0,0.0,35.0,65.731799
383.1,383,1,26,944,Q,1,1,0,26,0,30.0,0.0,30.0,70.394549
384.1,384,3,24,755,Q,1,3,0,24,0,35.0,0.0,35.0,65.655973
385.1,385,1,26,1013,Q,1,1,0,26,0,30.0,0.0,30.0,70.010371
386.1,386,1,26,496,Q,1,1,0,26,0,30.0,0.0,30.0,70.073731
387.1,387,1,26,34,Q,1,1,0,26,0,21.0,0.0,21.0,79.414018
388.1,388,1,26,72,Q,1,1,0,26,0,26.0,0.0,26.0,74.119255
389.1,389,1,26,625,Q,1,1,0,26,0,28.0,0.0,28.0,72.024479
390.1,390,1,26,145,Q,1,1,0,26,0,28.0,0.0,28.0,72.046946
391.1,391,17,10,6,Q,17,17,0,10,0,34.0,0.0,34.0,66.801275
391.2,391,17,10,260,Q,10,17,0,10,0,34.0,0.0,34.0,66.05573
391.3,391,17,10,143,Q,7,17,0,10,0,33.0,0.0,33.0,67.912672
392.1,392,1,26,453,Q,1,1,0,26,0,21.0,0.0,21.0,79.509683
393.1,393,16,11,4,Q,5,16,0,11,0,32.0,0.0,32.0,68.101068
394.1,394,1,26,317,Q,1,1,0,26,0,35.0,0.0,35.0,65.358027
395.1,395,1,26,319,Q,1,1,0,26,0,34.0,0.0,34.0,66.335114
396.1,396,1,26,468,Q,1,1,0,26,0,34.0,0.0,34.0,66.776698
397.1,397,1,26,1294,Q,1,1,0,26,0,34.0,0.0,34.0,66.016257
398.1,398,4,23,1064,Q,3,4,0,23,0,26.0,0.0,26.0,74.171569
399.1,399,1,26,213,Q,1,1,0,26,0,21.0,0.0,21.0,79.37968
400.1,400,1,26,159,Q,1,1,0,26,0,24.0,0.0,24.0,76.483824
401.1,401,18,9,841,Q,11,18,0,9,0,34.0,0.0,34.0,66.234042
402.1,402,1,26,1245,Q,1,1,0,26,0,26.0,0.0,26.0,74.247059
403.1,403,16,11,346,Q,15,16,0,11,0,29.0,0.0,29.0,71.019757
404.1,404,1,26,15,Q,1,1,0,26,0,24.0,0.0,24.0,76.659185
405.1,405,1,26,107,Q,1,1,0,26,0,33.0,0.0,33.0,67.3083
406.1,406,1,26,1041,Q,1,1,0,26,0,23.0,0.0,23.0,77.569299
407.1,407,1,26,912,Q,1,1,0,26,0,30.0,0.0,30.0,70.699378
407.2,407,1,26,340,Q,1,1,0,26,0,27.0,0.0,27.0,73.262876
408.1,408,1,26,238,Q,1,1,0,26,0,28.0,0.0,28.0,72.547125
409.1,409,1,26,227,Q,1,1,0,26,0,24.0,0.0,24.0,76.257178
410.1,410,22,5,131,Q,20,22,0,5,0,33.0,0.0,33.0,67.443154
411.1,411,1,26,830,Q,1,1,0,26,0,29.0,0.0,29.0,71.617795
412.1,412,1,26,470,Q,1,1,0,26,0,35.0,0.0,35.0,65.268151
413.1,413,1,26,1168,Q,1,1,0,26,0,29.0,0.0,29.0,71.579376
414.1,414,1,26,837,Q,1,1,0,26,0,33.0,0.0,33.0,67.775348
415.1,415,1,26,758,Q,1,1,0,26,0,18.0,0.0,18.0,82.79662
416.1,416,1,26,792,Q,1,1,0,26,0,34.0,0.0,34.0,66.391102
417.1,417,1,26,896,Q,1,1,0,26,0,32.0,0.0,32.0,68.853331
418.1,418,1,26,541,Q,1,1,0,26,0,32.0,0.0,32.0,68.452646
419.1,419,14,13,787,Q,11,14,0,13,0,32.0,0.0,32.0,68.047877
420.1,420,15,12,640,Q,12,15,0,12,0,33.0,0.0,33.0,67.965547
421.1,421,1,26,1191,Q,1,1,0,26,0,27.0,0.0,27.0,73.100702
423.1,423,1,26,596,Q,1,1,0,26,0,16.0,0.0,16.0,84.9491
424.1,424,1,26,814,Q,1,1,0,26,0,35.0,0.0,35.0,65.283697
425.1,425,1,26,85,Q,1,1,0,26,0,23.0,0.0,23.0,77.760758
426.1,426,1,26,535,Q,1,1,0,26,0,34.0,0.0,34.0,66.27868
427.1,427,1,26,988,Q,1,1,0,26,0,31.0,0.0,31.0,69.863723
427.2,427,1,26,1185,Q,1,1,0,26,0,28.0,0.0,28.0,72.43649
428.1,428,1,26,1238,Q,1,1,0,26,0,34.0,0.0,34.0,66.772086
429.1,429,1,26,660,Q,1,1,0,26,0,34.0,0.0,34.0,66.105488
430.1,430,17,10,920,Q,16,17,0,10,0,23.0,0.0,23.0,77.445801
431.1,431,1,26,81,Q,1,1,0,26,0,35.0,0.0,35.0,65.511679
432.1,432,1,26,1017,Q,1,1,0,26,0,13.0,0.0,13.0,87.47395
433.1,433,1,26,749,Q,1,1,0,26,0,25.0,0.0,25.0,75.454627
433.2,433,1,26,408,Q,1,1,0,26,0,31.0,0.0,31.0,69.51552
434.1,434,6,21,256,Q,5,6,0,21,0,33.0,0.0,33.0,67.693852
435.1,435,18,9,770,Q,18,18,0,9,0,32.0,0.0,32.0,68.565054
436.1,436,1,26,17,Q,1,1,0,26,0,30.0,0.0,30.0,70.066897
436.2,436,1,26,433,Q,1,1,0,26,0,31.0,0.0,31.0,69.297727
437.1,437,1,26,448,Q,1,1,0,26,0,32.0,0.0,32.0,68.779729
438.1,438,1,26,935,Q,1,1,0,26,0,30.0,0.0,30.0,70.101393
439.1,439,1,26,1145,Q,1,1,0,26,0,31.0,0.0,31.0,69.751054
440.1,440,24,3,209,Q,24,24,0,3,0,28.0,0.0,28.0,72.457376
441.1,441,1,26,168,Q,1,1,0,26,0,33.0,0.0,33.0,67.73793
442.1,442,1,26,311,Q,1,1,0,26,0,34.0,0.0,34.0,66.511904
443.1,443,1,26,207,Q,1,1,0,26,0,31.0,0.0,31.0,69.803354
444.1,444,1,26,335,Q,1,1,0,26,0,31.0,0.0,31.0,69.448571
446.1,446,13,14,794,Q,8,13,0,14,0,30.0,0.0,30.0,70.035768
447.1,447,1,26,821,Q,1,1,0,26,0,19.0,0.0,19.0,81.542284
448.1,448,1,26,187,Q,1,1,0,26,0,33.0,0.0,33.0,67.279575
449.1,449,1,26,512,Q,1,1,0,26,0,30.0,0.0,30.0,70.003164
450.1,450,2,25,1109,Q,1,2,0,25,0,32.0,0.0,32.0,68.18759
451.1,451,1,26,741,Q,1,1,0,26,0,33.0,0.0,33.0,67.670383
452.1,452,1,26,1283,Q,1,1,0,26,0,28.0,0.0,28.0,72.621174
453.1,453,1,26,367,T,1,2,1,25,1,63.008144000000016,255.99185599999998,319.0,63.178848
454.1,454,1,26,1227,Q,1,1,0,26,0,35.0,0.0,35.0,65.287363
455.1,455,1,26,678,Q,1,1,0,26,0,21.0,0.0,21.0,79.131025
456.1,456,1,26,810,Q,1,1,0,26,0,32.0,0.0,32.0,68.676955
457.1,457,1,26,225,Q,1,1,0,26,0,18.0,0.0,18.0,82.219268
458.1,458,9,18,219,Q,7,9,0,18,0,34.0,0.0,34.0,66.926025
459.1,459,1,26,212,Q,1,1,0,26,0,35.0,0.0,35.0,65.640981
460.1,460,8,19,189,Q,7,8,0,19,0,34.0,0.0,34.0,66.291592
461.1,461,1,26,506,Q,1,1,0,26,0,26.0,0.0,26.0,74.534362
462.1,462,1,26,1068,Q,1,1,0,26,0,32.0,0.0,32.0,68.621296
462.2,462,1,26,199,Q,1,1,0,26,0,30.0,0.0,30.0,70.005881
463.1,463,11,16,459,Q,6,11,0,16,0,26.0,0.0,26.0,74.534834
464.1,464,19,8,710,Q,15,19,0,8,0,26.0,0.0,26.0,74.905554
465.1,465,1,26,996,Q,1,1,0,26,0,34.0,0.0,34.0,66.748047
465.2,465,1,26,971,Q,1,1,0,26,0,30.0,0.0,30.0,70.378682
465.3,465,1,26,806,Q,1,1,0,26,0,26.0,0.0,26.0,74.189223
466.1,466,1,26,1208,Q,1,1,0,26,0,23.0,0.0,23.0,77.783189
467.1,467,1,26,432,Q,1,1,0,26,0,31.0,0.0,31.0,69.373724
468.1,468,1,26,358,Q,1,1,0,26,0,30.0,0.0,30.0,70.974573
468.2,468,1,26,757,Q,1,1,0,26,0,31.0,0.0,31.0,69.183138
468.3,468,1,26,1112,Q,1,1,0,26,0,31.0,0.0,31.0,69.183138
469.1,469,1,26,875,Q,1,1,0,26,0,20.0,0.0,20.0,80.260284
470.1,470,1,26,809,Q,1,1,0,26,0,27.0,0.0,27.0,73.338087
471.1,471,24,3,263,Q,23,24,0,3,0,25.0,0.0,25.0,75.593936
472.1,472,22,5,63,Q,22,22,0,5,0,27.0,0.0,27.0,73.27665
473.1,473,1,26,149,Q,1,1,0,26,0,28.0,0.0,28.0,72.327485
474.1,474,1,26,802,Q,1,1,0,26,0,34.0,0.0,34.0,66.172208
476.1,476,1,26,60,Q,1,1,0,26,0,32.0,0.0,32.0,68.333823
477.1,477,1,26,1229,Q,1,1,0,26,0,22.0,0.0,22.0,78.694046
477.2,477,1,26,691,Q,1,1,0,26,0,22.0,0.0,22.0,78.694046
478.1,478,1,26,1231,Q,1,1,0,26,0,32.0,0.0,32.0,68.391681
479.1,479,1,26,634,Q,1,1,0,26,0,27.0,0.0,27.0,73.875591
480.1,480,1,26,293,Q,1,1,0,26,0,28.0,0.0,28.0,72.125939
481.1,481,1,26,733,Q,1,1,0,26,0,35.0,0.0,35.0,65.874542
482.1,482,1,26,441,Q,1,1,0,26,0,33.0,0.0,33.0,67.114181
483.1,483,1,26,1002,Q,1,1,0,26,0,25.0,0.0,25.0,75.408737
484.1,484,1,26,739,Q,1,1,0,26,0,27.0,0.0,27.0,73.115159
485.1,485,1,26,926,Q,1,1,0,26,0,33.0,0.0,33.0,67.325821
486.1,486,1,26,287,Q,1,1,0,26,0,25.0,0.0,25.0,75.733296
487.1,487,1,26,723,Q,1,1,0,26,0,31.0,0.0,31.0,69.422494
488.1,488,1,26,79,Q,1,1,0,26,0,35.0,0.0,35.0,65.308722
489.1,489,1,26,1183,Q,1,1,0,26,0,30.0,0.0,30.0,70.076477
490.1,490,21,6,103,Q,18,21,0,6,0,33.0,0.0,33.0,67.802042
491.1,491,8,19,181,Q,8,8,0,19,0,34.0,0.0,34.0,66.028489
492.1,492,1,26,727,Q,1,1,0,26,0,34.0,0.0,34.0,66.873409
492.2,492,1,26,466,Q,1,1,0,26,0,35.0,0.0,35.0,65.479891
492.3,492,1,26,823,Q,1,1,0,26,0,34.0,0.0,34.0,66.408566
493.1,493,1,26,647,Q,1,1,0,26,0,35.0,0.0,35.0,65.671388
494.1,494,1,26,490,Q,1,1,0,26,0,29.0,0.0,29.0,71.46359
495.1,495,1,26,350,Q,1,1,0,26,0,29.0,0.0,29.0,71.973265
496.1,496,1,26,885,Q,1,1,0,26,0,29.0,0.0,29.0,71.279741
497.1,497,1,26,347,Q,1,1,0,26,0,33.0,0.0,33.0,67.321126
498.1,498,1,26,566,Q,1,1,0,26,0,33.0,0.0,33.0,67.274335
499.1,499,1,26,1212,Q,1,1,0,26,0,21.0,0.0,21.0,79.280443
500.1,500,26,1,407,Q,21,26,0,1,0,16.0,0.0,16.0,84.501601
501.1,501,1,26,31,Q,1,1,0,26,0,33.0,0.0,33.0,67.432985
502.1,502,1,26,342,Q,1,1,0,26,0,31.0,0.0,31.0,69.262149
503.1,503,1,26,437,Q,1,1,0,26,0,30.0,0.0,30.0,70.064121
504.1,504,1,26,44,Q,1,1,0,26,0,29.0,0.0,29.0,71.790423
505.1,505,1,26,175,Q,1,1,0,26,0,33.0,0.0,33.0,67.555191
507.1,507,1,26,348,Q,1,1,0,26,0,31.0,0.0,31.0,69.381691
508.1,508,1,26,960,Q,1,1,0,26,0,25.0,0.0,25.0,75.619175
509.1,509,1,26,180,Q,1,1,0,26,0,34.0,0.0,34.0,66.675285
510.1,510,1,26,999,Q,1,1,0,26,0,30.0,0.0,30.0,70.6053
511.1,511,19,8,937,Q,11,19,0,8,0,34.0,0.0,34.0,66.16301
512.1,512,5,22,1250,Q,1,5,0,22,0,34.0,0.0,34.0,66.531636
513.1,513,1,26,646,Q,1,1,0,26,0,26.0,0.0,26.0,74.88589
514.1,514,1,26,47,Q,1,1,0,26,0,23.0,0.0,23.0,77.512495
514.2,514,1,26,812,Q,1,1,0,26,0,32.0,0.0,32.0,68.076267
515.1,515,1,26,467,Q,1,1,0,26,0,34.0,0.0,34.0,66.56098
516.1,516,12,15,69,Q,5,12,0,15,0,31.0,0.0,31.0,69.550463
517.1,517,1,26,226,Q,1,1,0,26,0,29.0,0.0,29.0,71.647739
518.1,518,1,26,356,Q,1,1,0,26,0,31.0,0.0,31.0,69.455619
519.1,519,1,26,884,Q,1,1,0,26,0,34.0,0.0,34.0,66.936758
520.1,520,25,2,481,Q,24,25,0,2,0,29.0,0.0,29.0,71.674632
521.1,521,1,26,1264,Q,1,1,0,26,0,34.0,0.0,34.0,66.108743
523.1,523,1,26,948,Q,1,1,0,26,0,30.0,0.0,30.0,70.679508
524.1,524,16,11,206,Q,13,16,0,11,0,24.0,0.0,24.0,76.98058
525.1,525,1,26,1172,Q,1,1,0,26,0,35.0,0.0,35.0,65.480269
526.1,526,1,26,906,Q,1,1,0,26,0,35.0,0.0,35.0,65.854965
527.1,527,23,4,1274,Q,22,23,0,4,0,34.0,0.0,34.0,66.030953
528.1,528,1,26,353,Q,1,1,0,26,0,29.0,0.0,29.0,71.308715
528.2,528,1,26,591,Q,1,1,0,26,0,32.0,0.0,32.0,68.193255
530.1,530,1,26,1291,Q,1,1,0,26,0,30.0,0.0,30.0,70.784132
531.1,531,7,20,908,Q,3,7,0,20,0,34.0,0.0,34.0,66.624132
532.1,532,1,26,26,Q,1,1,0,26,0,27.0,0.0,27.0,73.154971
533.1,533,1,26,888,Q,1,1,0,26,0,32.0,0.0,32.0,68.392875
534.1,534,1,26,380,Q,1,1,0,26,0,24.0,0.0,24.0,76.658907
534.2,534,1,26,368,Q,1,1,0,26,0,32.0,0.0,32.0,68.171915
535.1,535,1,26,982,Q,1,1,0,26,0,19.0,0.0,19.0,81.117953
536.1,536,1,26,139,Q,1,1,0,26,0,31.0,0.0,31.0,69.319682
537.1,537,1,26,361,Q,1,1,0,26,0,34.0,0.0,34.0,66.507194
538.1,538,11,16,759,Q,7,11,0,16,0,34.0,0.0,34.0,66.017248
539.1,539,1,26,101,Q,1,1,0,26,0,32.0,0.0,32.0,68.577403
540.1,540,1,26,135,Q,1,1,0,26,0,33.0,0.0,33.0,67.621307
541.1,541,1,26,82,Q,1,1,0,26,0,34.0,0.0,34.0,66.930262
542.1,542,1,26,502,Q,1,1,0,26,0,35.0,0.0,35.0,65.6617
543.1,543,1,26,1194,Q,1,1,0,26,0,35.0,0.0,35.0,65.426198
544.1,544,1,26,1147,Q,1,1,0,26,0,20.0,0.0,20.0,80.505518
545.1,545,1,26,492,Q,1,1,0,26,0,31.0,0.0,31.0,69.454557
546.1,546,1,26,1215,Q,1,1,0,26,0,29.0,0.0,29.0,71.911527
548.1,548,17,10,377,Q,15,17,0,10,0,25.0,0.0,25.0,75.859928
549.1,549,21,6,1207,Q,7,21,0,6,0,25.0,0.0,25.0,75.559819
550.1,550,1,26,1288,Q,1,1,0,26,0,30.0,0.0,30.0,70.245731
551.1,551,1,26,310,Q,1,1,0,26,0,29.0,0.0,29.0,71.01686
552.1,552,7,20,285,Q,1,7,0,20,0,35.0,0.0,35.0,65.710166
553.1,553,1,26,217,Q,1,1,0,26,0,33.0,0.0,33.0,67.173119
554.1,554,1,26,979,Q,1,1,0,26,0,28.0,0.0,28.0,72.576618
554.2,554,1,26,243,Q,1,1,0,26,0,32.0,0.0,32.0,68.633359
555.1,555,1,26,137,Q,1,1,0,26,0,31.0,0.0,31.0,69.325321
556.1,556,1,26,834,Q,1,1,0,26,0,21.0,0.0,21.0,79.950404
556.2,556,1,26,362,Q,1,1,0,26,0,32.0,0.0,32.0,68.063492
557.1,557,14,13,1171,Q,10,14,0,13,0,35.0,0.0,35.0,65.540244
558.1,558,1,26,950,Q,1,1,0,26,0,34.0,0.0,34.0,66.291748
558.2,558,1,26,269,Q,1,1,0,26,0,33.0,0.0,33.0,67.313315
559.1,559,1,26,66,Q,1,1,0,26,0,35.0,0.0,35.0,65.92117
560.1,560,1,26,100,Q,1,1,0,26,0,31.0,0.0,31.0,69.44094
561.1,561,1,26,117,Q,1,1,0,26,0,20.0,0.0,20.0,80.73016
562.1,562,7,20,931,Q,1,7,0,20,0,20.0,0.0,20.0,80.712268
562.2,562,7,20,157,Q,7,7,0,20,0,27.0,0.0,27.0,73.152885
563.1,563,1,26,259,Q,1,1,0,26,0,26.0,0.0,26.0,74.891292
564.1,564,1,26,87,Q,1,1,0,26,0,27.0,0.0,27.0,73.379114
565.1,565,1,26,956,Q,1,1,0,26,0,32.0,0.0,32.0,68.151501
566.1,566,11,16,405,Q,11,11,0,16,0,22.0,0.0,22.0,78.406308
567.1,567,1,26,813,Q,1,1,0,26,0,23.0,0.0,23.0,77.349673
568.1,568,1,26,315,Q,1,1,0,26,0,33.0,0.0,33.0,67.344678
570.1,570,1,26,1200,Q,1,1,0,26,0,26.0,0.0,26.0,74.160233
571.1,571,1,26,1287,Q,1,1,0,26,0,18.0,0.0,18.0,82.648957
572.1,572,1,26,195,Q,1,1,0,26,0,35.0,0.0,35.0,65.339594
573.1,573,1,26,431,Q,1,1,0,26,0,25.0,0.0,25.0,75.254012
573.2,573,1,26,130,Q,1,1,0,26,0,34.0,0.0,34.0,66.185535
573.3,573,1,26,762,Q,1,1,0,26,0,31.0,0.0,31.0,69.479816
574.1,574,1,26,729,Q,1,1,0,26,0,34.0,0.0,34.0,66.131135
575.1,575,21,6,1262,Q,1,21,0,6,0,31.0,0.0,31.0,69.525675
576.1,576,1,26,1157,Q,1,1,0,26,0,15.0,0.0,15.0,85.385712
577.1,577,1,26,1174,Q,1,1,0,26,0,22.0,0.0,22.0,78.063382
578.1,578,1,26,1063,Q,1,1,0,26,0,31.0,0.0,31.0,69.631051
579.1,579,21,6,1116,Q,12,21,0,6,0,35.0,0.0,35.0,65.765428
580.1,580,20,7,1175,Q,20,20,0,7,0,20.0,0.0,20.0,80.333537
581.1,581,1,26,1309,Q,1,1,0,26,0,34.0,0.0,34.0,66.805905
581.2,581,1,26,71,Q,1,1,0,26,0,31.0,0.0,31.0,69.547173
581.3,581,1,26,1049,Q,1,1,0,26,0,30.0,0.0,30.0,70.214002
582.1,582,1,26,392,Q,1,1,0,26,0,17.0,0.0,17.0,83.343643
583.1,583,1,26,156,Q,1,1,0,26,0,24.0,0.0,24.0,76.528955
584.1,584,1,26,84,Q,1,1,0,26,0,32.0,0.0,32.0,68.19741
584.2,584,1,26,1140,Q,1,1,0,26,0,30.0,0.0,30.0,70.08736
584.3,584,1,26,983,Q,1,1,0,26,0,33.0,0.0,33.0,67.408726
585.1,585,1,26,584,Q,1,1,0,26,0,31.0,0.0,31.0,69.106059
586.1,586,1,26,518,Q,1,1,0,26,0,24.0,0.0,24.0,76.607596
587.1,587,1,26,1117,Q,1,1,0,26,0,32.0,0.0,32.0,68.623616
